,company,Founded Date,website,Headquarters Location,Industry Groups,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,age,founding_year,org_uuid,snapshot_in_window
403,Lazerpay,2021-09-01,https://www.lazerpay.finance,"New Castle, Delaware, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",1.0,Seed,2021-11-21,100000.0,Seed,100000.0,Private,,,0.0,0.0,,2,2021,5120,False
405,Ike,2018-01-01,https://www.ike.com/,"San Francisco, California, United States",Transportation,1.0,M&A,2019-02-05,52000000.0,Series A,52000000.0,Private,,,,,,5,2018,5121,False
407,Peoplebox.ai,2018-01-01,http://www.peoplebox.ai,"San Francisco, California, United States","Administrative Services, Artificial Intelligence, Data and Analytics, Science and Engineering, Software",2.0,,2022-08-22,,Venture - Series Unknown,1100000.0,Private,,,,,,5,2018,5122,False
408,TAP,2018-01-01,https://www.tapcareers.io/,"Palestine, Texas, United States","Education, Software",1.0,Seed,2023-10-04,1000000.0,Seed,1000000.0,Private,,,,,,5,2018,5123,False
409,Coverdash,2022-01-01,https://www.coverdash.com,"New York, New York, United States",Financial Services,1.0,Seed,2023-01-23,2500000.0,Seed,2500000.0,Private,,,,,,1,2022,5124,False
410,Backpack Healthcare,2021-04-01,https://hellobackpack.com,"Elkridge, Maryland, United States",Health Care,3.0,Seed,2023-03-13,120000.0,Seed,1620000.0,Private,,,,,,2,2021,5125,False
413,Digital Will & Trust,2022-12-01,https://digitalwill.com/,"Chicago, Illinois, United States","Apps, Artificial Intelligence, Data and Analytics, Financial Services, Professional Services, Science and Engineering, Software",1.0,Seed,2022-10-01,1000000.0,Seed,1000000.0,Private,,,,,,1,2022,5126,False
415,MOGL,2019-01-01,https://www.mogl.online,"Royal Palm Beach, Florida, United States","Advertising, Commerce and Shopping, Sales and Marketing, Software",2.0,Seed,2023-03-23,2600000.0,Seed,2600000.0,Private,,,,,,4,2019,5127,False
420,Constanellis Aerospace,2019-07-29,http://www.constanellis.com,"Washington, District of Columbia, United States","Artificial Intelligence, Data and Analytics, Energy, Hardware, Information Technology, Internet Services, Science and Engineering, Software",1.0,Seed,2022-11-15,32000000.0,Seed,32000000.0,Private,,,,,,4,2019,5128,False
422,KoBold Metals,2018-01-01,https://www.koboldmetals.com,"Berkeley, California, United States","Artificial Intelligence, Data and Analytics, Natural Resources, Software",3.0,Early Stage Venture,2023-06-20,195000000.0,Series B,407500000.0,Private,,,1.0,4.0,Basic Electric Elements,5,2018,5129,False
424,MynaSwap,2021-01-01,https://www.mynaswap.com/,"Cheyenne, Wyoming, United States","Commerce and Shopping, Financial Services, Internet Services, Lending and Investments, Other",1.0,Seed,2022-10-04,6000000.0,Seed,6000000.0,Private,,,,,,2,2021,5130,False
425,TradeSun,2018-10-30,http://www.tradesun.com,"Del Mar, California, United States","Artificial Intelligence, Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software",4.0,Early Stage Venture,2021-08-02,,Series A,10075000.0,Private,,,0.0,2.0,,5,2018,5131,False
433,Cloudthread,2020-08-10,https://cloudthread.io,"San Francisco, California, United States","Data and Analytics, Design, Hardware, Information Technology, Internet Services, Software",2.0,Seed,2021-12-15,3000000.0,Seed,3125000.0,Private,,,,,,3,2020,5132,False
435,BiomeSense,2018-01-01,https://www.biomesense.com/,"Chicago, Illinois, United States","Biotechnology, Data and Analytics, Health Care, Science and Engineering",10.0,Seed,2023-02-05,3000000.0,Seed,6430654.0,Private,,,3.0,0.0,Medical Or Veterinary Science; Hygiene,5,2018,5133,False
441,Biller Genie,2018-01-01,https://www.billergenie.com/,"Miami, Florida, United States","Financial Services, Payments, Professional Services",3.0,Early Stage Venture,2022-10-19,5000000.0,Series A,9500000.0,Private,,,0.0,1.0,,5,2018,5134,False
452,itselectric,2021-07-05,https://itselectric.us/,"Brooklyn, New York, United States","Energy, Sustainability, Transportation",3.0,Seed,2023-01-01,,Seed,2300000.0,Private,,,0.0,0.0,,2,2021,5135,False
455,PaintJet,2019-01-04,https://paintjet.com,"Hendersonville, Tennessee, United States","Hardware, Real Estate, Science and Engineering, Software",1.0,Seed,2022-10-27,3500000.0,Seed,3500000.0,Private,,,1.0,0.0,Spraying Or Atomising In General,4,2019,5136,False
458,Redbud Brands,2020-01-01,https://redbudbrands.com/,"Austin, Texas, United States","Commerce and Shopping, Consumer Goods, Other, Sales and Marketing",4.0,,2023-03-09,150000.0,Debt Financing,66642827.0,Private,,,0.0,12.0,Medical Or Veterinary Science; Hygiene,3,2020,5137,False
459,FITLAB,2018-12-01,http://www.fitlab.com/,"Newport Beach, California, United States","Commerce and Shopping, Hardware, Media and Entertainment, Software, Sports",1.0,,2023-03-22,10000000.0,Venture - Series Unknown,10000000.0,Private,,,,,,5,2018,5138,False
468,Geologie,2018-01-01,https://geologie.com/,"New York, New York, United States","Community and Lifestyle, Consumer Goods",3.0,,2022-02-20,5000000.0,Debt Financing,5000000.0,Private,,,,,,5,2018,5139,False
477,Flox,2018-01-01,https://floxdev.com/,"New York, New York, United States","Information Technology, Software",2.0,Early Stage Venture,2023-02-07,16500000.0,Series A,23921027.0,Private,,,,,,5,2018,5140,False
479,Aptivio,2019-07-01,https://www.aptiv.io,"New York, New York, United States","Artificial Intelligence, Data and Analytics, Sales and Marketing, Science and Engineering, Software",2.0,,2021-01-01,,Venture - Series Unknown,1500000.0,Private,,,1.0,0.0,Computing; Calculating,4,2019,5141,False
480,Soundtrace,2021-01-01,https://www.soundtrace.com,"Cincinnati, Ohio, United States","Information Technology, Internet Services, Other",2.0,Seed,2023-09-20,2500000.0,Pre-Seed,2500000.0,Private,,,,,,2,2021,5142,False
482,Motion2AI,2018-01-01,https://motion2ai.com/,"Dallas, Texas, United States","Artificial Intelligence, Data and Analytics, Science and Engineering, Software, Transportation",3.0,Early Stage Venture,2021-08-17,12600000.0,Series A,14650000.0,Private,,,4.0,0.0,Computing; Calculating,5,2018,5143,False
483,Perennial Labs,2022-01-01,https://perennial.finance/,"New Castle, Delaware, United States","Blockchain and Cryptocurrency, Financial Services, Other",1.0,Seed,2022-12-07,12000000.0,Seed,12000000.0,Private,,,,,,1,2022,5144,False
485,VOX AI,2022-01-01,https://www.sharly.ai,"San Francisco, California, United States","Artificial Intelligence, Data and Analytics, Other, Science and Engineering, Software",2.0,Seed,2023-04-24,250000.0,Pre-Seed,450000.0,Private,,,,,,1,2022,5145,False
486,J2 Health,2020-01-01,http://www.j2health.com/,"New York, New York, United States","Health Care, Software",1.0,Seed,2022-03-14,4500000.0,Seed,4500000.0,Private,,,,,,3,2020,5146,False
500,Merkle Manufactory,2021-01-01,https://merklemanufactory.com/,"Los Angeles, California, United States","Blockchain and Cryptocurrency, Information Technology, Other, Software",1.0,Seed,2022-07-13,30000000.0,Seed,30000000.0,Private,,,,,,2,2021,5147,False
502,Mobb,2021-01-01,https://www.mobb.dev,"Boston, Massachusetts, United States","Consumer Electronics, Hardware, Information Technology, Privacy and Security",1.0,Seed,2023-04-17,5400000.0,Seed,5400000.0,Private,,,,,,2,2021,5148,False
503,ForeVR Games,2020-01-01,https://www.forevrgames.com,"Los Angeles, California, United States","Content and Publishing, Gaming, Hardware, Media and Entertainment, Software, Video",3.0,Early Stage Venture,2022-10-27,10000000.0,Series A,18500000.0,Private,,,0.0,7.0,,3,2020,5149,False
505,Agorus,2018-01-01,https://agorus.com,"San Diego, California, United States","Manufacturing, Real Estate, Science and Engineering, Software",2.0,Seed,2022-03-30,6500000.0,Seed,8000000.0,Private,,,,,,5,2018,5150,False
512,Unlock,2018-01-01,https://unlock-protocol.com/,"New York, New York, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Science and Engineering, Software",2.0,Seed,2021-09-28,4000000.0,Seed,5675000.0,Private,,,,,,5,2018,5151,False
517,Carrot,2021-04-01,https://addtocarrot.com/,"New York, New York, United States","Commerce and Shopping, Internet Services",1.0,Seed,2021-09-28,5500000.0,Seed,5500000.0,Private,,,,,,2,2021,5152,False
518,TradeWing,2019-01-01,https://www.tradewing.com/,"San Francisco, California, United States","Information Technology, Software",1.0,,2020-03-26,7063606.0,Venture - Series Unknown,7063606.0,Private,,,,,,4,2019,5153,False
519,Drift Net,2018-01-01,https://www.driftnet.com,"Chicago, Illinois, United States","Administrative Services, Privacy and Security, Software",1.0,,2023-03-03,15626204.0,Venture - Series Unknown,15626204.0,Private,,,,,,5,2018,5154,False
521,Womaness️,2020-01-01,https://womaness.com,"New York, New York, United States","Commerce and Shopping, Community and Lifestyle, Consumer Goods",2.0,Private Equity,2023-01-01,,Private Equity,4000000.0,Private,,,,,,3,2020,5155,False
522,Panobi,2021-01-01,https://panobi.com,"San Francisco, California, United States",Software,2.0,Seed,2023-08-24,5000000.0,Seed,5000000.0,Private,,,0.0,0.0,,2,2021,5156,False
525,Just Auto Insurance,2019-01-15,https://just.insure,"Los Angeles, California, United States","Financial Services, Transportation",5.0,Seed,2021-08-10,4900000.0,Convertible Note,15250000.0,Private,,,0.0,0.0,,4,2019,5157,False
526,Stakeholder Labs,2022-01-01,https://stakeholderlabs.com/,"West Hollywood, California, United States","Information Technology, Sales and Marketing",2.0,Seed,2023-02-14,4200000.0,Seed,4200000.0,Private,,,,,,1,2022,5158,False
527,Paraform,2022-01-01,https://www.paraform.com,"San Francisco, California, United States","Commerce and Shopping, Internet Services, Professional Services",1.0,Seed,2023-03-27,1400000.0,Pre-Seed,1400000.0,Private,,,,,,1,2022,5159,False
534,ADACEN,2018-01-01,https://adacen.com/,"Albuquerque, New Mexico, United States",,1.0,,2023-10-05,335000000.0,Undisclosed,335000000.0,Private,,,,,,5,2018,5160,False
535,Commune,2018-05-01,https://commune.us,"San Mateo, California, United States","Community and Lifestyle, Information Technology, Media and Entertainment, Other, Professional Services, Sales and Marketing, Software",3.0,Early Stage Venture,2021-09-15,14800000.0,Series A,19531982.0,Private,,,,,,5,2018,5161,False
536,Abnormal Security,2018-04-01,https://www.abnormalsecurity.com,"San Francisco, California, United States","Information Technology, Internet Services, Messaging and Telecommunications, Privacy and Security",4.0,,2023-03-29,,Venture - Series Unknown,284000000.0,Private,,,27.0,10.0,Computing; Calculating,5,2018,5162,False
542,Martin,2018-01-01,https://www.martin.ai,"Cincinnati, Ohio, United States","Information Technology, Professional Services, Sales and Marketing",5.0,M&A,2019-07-09,500000.0,Seed,855000.0,Private,,,,,,5,2018,5163,False
551,Bionic Health,2022-09-01,https://www.bionichealth.com,"Durham, North Carolina, United States","Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software",1.0,Seed,2023-03-19,3000000.0,Seed,3000000.0,Private,,,,,,1,2022,5164,False
554,CryptoSlam,2018-01-01,https://www.cryptoslam.io,"Overland Park, Kansas, United States","Blockchain and Cryptocurrency, Financial Services, Other",2.0,M&A,2022-01-05,9000000.0,Seed,9000000.0,Private,,,0.0,2.0,,5,2018,5165,False
567,Airgram,2020-01-01,https://www.airgram.io/,"Wilmington, Delaware, United States",Professional Services,1.0,Early Stage Venture,2022-08-19,10000000.0,Series A,10000000.0,Private,,,,,,3,2020,5166,False
569,Applied UV,2019-01-01,https://applieduvinc.com/,"Greenwood Village, Colorado, United States","Biotechnology, Health Care, Real Estate, Science and Engineering, Travel and Tourism",5.0,IPO,2023-06-16,5200000.0,Post-IPO Equity,39822500.0,Public,2021-12-28,,,,,4,2019,5167,False
579,NovaXS Biotech,2021-01-11,https://www.novaxs.co/,"Chicago, Illinois, United States","Biotechnology, Health Care, Science and Engineering",3.0,Seed,2023-03-01,1000000.0,Seed,1921500.0,Private,,,,,,2,2021,5168,False
580,Inkle,2022-01-01,https://www.inkle.io,"Lewes, Delaware, United States","Information Technology, Software",1.0,Seed,2023-02-06,1500000.0,Pre-Seed,1500000.0,Private,,,,,,1,2022,5169,False
581,ICE Thermal Harvesting,2021-03-01,http://ice-th.com,"Houston, Texas, United States","Energy, Science and Engineering, Sustainability",4.0,Early Stage Venture,2023-08-02,150000000.0,Debt Financing,151700000.0,Private,,,45.0,2.0,Engine Plants In General; Steam Engines,2,2021,5170,False
582,Arrows,2020-01-01,https://arrows.to,"Los Angeles, California, United States","Other, Software",2.0,,2023-03-08,,Venture - Series Unknown,2750000.0,Private,,,,,,3,2020,5171,False
587,SynMax,2021-01-01,https://www.synmax.com,"Houston, Texas, United States","Data and Analytics, Energy, Hardware, Natural Resources",1.0,Seed,2022-11-28,6000000.0,Seed,6000000.0,Private,,,,,,2,2021,5172,False
589,Venture Lane,2018-01-01,https://theventurelane.com/,"Boston, Massachusetts, United States","Financial Services, Lending and Investments, Media and Entertainment, Other, Real Estate",,,,,,,Private,,,,,,5,2018,5173,False
590,Liberate Innovations,2022-10-01,https://www.liberateinc.com/,"Palo Alto, California, United States",Software,1.0,Seed,2023-01-06,7000000.0,Seed,7000000.0,Private,,,,,,1,2022,5174,False
593,Virtual Facility,2018-01-01,https://www.virtualfacility.ai,"New York, New York, United States","Artificial Intelligence, Data and Analytics, Energy, Real Estate, Science and Engineering, Software",4.0,Seed,2022-06-23,9000000.0,Seed,9000000.0,Private,,,,,,5,2018,5175,False
594,Meaningful Gigs,2019-01-27,https://www.meaningfulgigs.com/,"Washington, District of Columbia, United States","Commerce and Shopping, Design, Education, Other, Software",2.0,Seed,2022-03-18,6000000.0,Seed,7100000.0,Private,,,,,,4,2019,5176,False
599,ReSeed,2022-01-01,https://www.reseed.farm/,"Cheyenne, Wyoming, United States","Agriculture and Farming, Sales and Marketing",1.0,Seed,2023-09-13,4600000.0,Seed,4600000.0,Private,,,,,,1,2022,5177,False
609,Frontier Risk,2022-01-01,https://www.frontierrisk.com,"Westport, Connecticut, United States","Community and Lifestyle, Financial Services, Food and Beverage, Health Care, Professional Services",1.0,Seed,2023-08-31,3100000.0,Seed,3100000.0,Private,,,0.0,2.0,,1,2022,5178,False
622,FlickPlay,2019-01-01,https://www.flickplay.co/,"Los Angeles, California, United States","Blockchain and Cryptocurrency, Internet Services, Other, Software",3.0,Seed,2022-07-13,,Non-equity Assistance,5000000.0,Private,,,,,,4,2019,5179,False
631,Eliem Therapeutics,2018-01-01,http://www.eliemtx.com,"Redmond, Washington, United States","Biotechnology, Health Care, Science and Engineering",5.0,IPO,2021-05-24,60000000.0,Series B,171302493.0,Public,2021-08-10,316975000.0,3.0,0.0,Medical Or Veterinary Science; Hygiene,5,2018,5180,False
635,Slip Robotics,2019-01-01,https://sliprobotics.com/,"Atlanta, Georgia, United States","Hardware, Manufacturing, Science and Engineering, Software, Transportation",5.0,,2023-05-08,10646078.0,Venture - Series Unknown,16034321.0,Private,,,,,,4,2019,5181,False
639,Home Lending Pal,2019-08-09,https://www.homelendingpal.com,"Orlando, Florida, United States","Advertising, Artificial Intelligence, Data and Analytics, Financial Services, Real Estate, Sales and Marketing, Science and Engineering, Software",8.0,Seed,2023-05-04,100000.0,Seed,4565000.0,Private,,,1.0,0.0,Computing; Calculating,4,2019,5182,False
648,Francis Medical,2018-01-01,http://www.francismedical.com/,"Maple Grove, Minnesota, United States",Health Care,3.0,Early Stage Venture,2021-09-15,55000000.0,Series B,77000000.0,Private,,,2.0,2.0,Medical Or Veterinary Science; Hygiene,5,2018,5183,False
651,Axoflow,2023-01-01,https://axoflow.com,"New York, New York, United States","Information Technology, Privacy and Security",1.0,Seed,2023-07-28,2500000.0,Seed,2500000.0,Private,,,,,,0,2023,5184,False
659,Copilot,2020-05-22,https://www.copilot.com/,"New York, New York, United States",Software,1.0,Early Stage Venture,2023-01-19,10000000.0,Series A,10000000.0,Private,,,0.0,2.0,,3,2020,5185,False
662,KIT Plugins,2020-01-01,https://kitplugins.com/,"Nashville, Tennessee, United States","Media and Entertainment, Music and Audio, Software",2.0,Seed,2023-10-11,1000000.0,Seed,1245000.0,Private,,,,,,3,2020,5186,False
666,Qube Money | Banking & Budgeting,2019-07-01,https://qubemoney.com,"Pleasant Grove, Utah, United States","Financial Services, Lending and Investments, Payments",4.0,,2021-10-18,568869.0,Equity Crowdfunding,8148205.0,Private,,,0.0,0.0,,4,2019,5187,False
677,Sensorium Therapeutics,2021-01-01,https://www.sensorium.bio/,"Boston, Massachusetts, United States",Health Care,1.0,Early Stage Venture,2022-10-04,30000000.0,Series A,30000000.0,Private,,,,,,2,2021,5188,False
