,company,Founded Date,website,Headquarters Location,Industry Groups,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,age,founding_year,org_uuid,snapshot_in_window
726,4k.com,2021-04-29,http://4k.com,"Beverly Hills, California, United States","Blockchain and Cryptocurrency, Content and Publishing, Internet Services, Media and Entertainment, Other",1.0,Seed,2021-07-20,3000000.0,Seed,3000000.0,Private,,,,,,2,2021,5206,False
727,Jada Ai,2021-01-01,https://jada-ai.com,"Wilmington, Delaware, United States","Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",1.0,,2023-08-10,25000000.0,Venture - Series Unknown,25000000.0,Private,,,,,,2,2021,5207,False
729,Rogue Space Systems,2020-01-01,https://rogue.space/,"Laconia, New Hampshire, United States","Hardware, Manufacturing, Science and Engineering, Software",3.0,Seed,2023-04-18,,Non-equity Assistance,500000.0,Private,,,0.0,0.0,,3,2020,5208,False
732,DataMilk,2021-01-01,https://www.datamilk.ai/,"Wilmington, Delaware, United States","Artificial Intelligence, Commerce and Shopping, Data and Analytics, Science and Engineering, Software",2.0,Seed,2022-09-07,,Seed,5000000.0,Private,,,,,,2,2021,5209,False
736,Tiamat Sciences,2019-09-01,https://www.tiamat-sciences.com/,"Durham, North Carolina, United States","Agriculture and Farming, Biotechnology, Food and Beverage, Health Care, Science and Engineering",6.0,Seed,2023-03-09,2000000.0,Seed,5535786.0,Private,,,,,,4,2019,5210,False
738,Grips Intelligence,2018-01-01,https://www.gripsintelligence.com,"New York, New York, United States","Commerce and Shopping, Data and Analytics, Design, Software",6.0,Early Stage Venture,2022-01-01,10000000.0,Series A,12221949.0,Private,,,,,,5,2018,5211,False
740,Tourial,2019-01-01,https://tourial.com,"Atlanta, Georgia, United States","Information Technology, Sales and Marketing",2.0,Seed,2022-01-12,3400000.0,Seed,7250000.0,Private,,,0.0,2.0,,4,2019,5212,False
741,Anthill,2020-01-01,https://www.anthill.co,"Chicago, Illinois, United States","Administrative Services, Software",4.0,Seed,2022-08-01,3000000.0,Seed,7360000.0,Private,,,0.0,2.0,,3,2020,5213,False
743,Stax.ai,2020-01-01,https://www.stax.ai,"Scottsdale, Arizona, United States","Apps, Data and Analytics, Information Technology, Mobile, Software",1.0,Seed,2023-09-13,4649998.0,Seed,4649998.0,Private,,,0.0,1.0,,3,2020,5214,False
745,Therify,2020-01-01,https://therify.co,"Brooklyn, New York, United States","Administrative Services, Health Care",4.0,Seed,2023-08-30,2010000.0,Seed,3435000.0,Private,,,,,,3,2020,5215,False
750,CrossTower,2020-01-01,https://crosstower.com/,"Jersey City, New Jersey, United States","Financial Services, Lending and Investments",1.0,Seed,2020-06-22,6000000.0,Seed,6000000.0,Private,,,0.0,1.0,,3,2020,5216,False
756,Rhizome,2023-03-01,https://www.rhizomedata.com,"Washington, District of Columbia, United States","Administrative Services, Artificial Intelligence, Data and Analytics, Energy, Other, Science and Engineering, Software",1.0,Seed,2023-06-01,2500000.0,Pre-Seed,2500000.0,Private,,,,,,0,2023,5217,False
761,Aperiam Bio,2021-01-01,https://aperiambio.com/,"Austin, Texas, United States","Biotechnology, Health Care, Science and Engineering",2.0,Seed,2023-09-27,3999996.0,Seed,7659998.0,Private,,,,,,2,2021,5218,False
768,SuperBill,2021-06-01,https://thesuperbill.com,"San Francisco, California, United States","Financial Services, Health Care, Mobile, Software",2.0,Seed,2022-06-28,4156466.0,Seed,4156466.0,Private,,,,,,2,2021,5219,False
773,Signadot,2019-01-01,https://www.signadot.com/,"San Mateo, California, United States","Information Technology, Science and Engineering, Software",3.0,Seed,2022-02-23,4000000.0,Seed,4150000.0,Private,,,,,,4,2019,5220,False
777,Novel,2022-01-01,https://novel.com/,"New York, New York, United States","Commerce and Shopping, Internet Services",1.0,Seed,2022-04-05,7000000.0,Seed,7000000.0,Private,,,,,,1,2022,5221,False
778,KlariVis,2018-01-01,https://www.klarivis.com/,"Roanoke, Virginia, United States","Data and Analytics, Design, Information Technology, Software",2.0,,2022-01-12,,Venture - Series Unknown,2500000.0,Private,,,,,,5,2018,5222,False
784,Kind Designs,2020-01-01,https://www.kinddesigns.com/,"Miami Beach, Florida, United States","Manufacturing, Real Estate",2.0,Seed,2023-09-05,5000000.0,Seed,5040000.0,Private,,,,,,3,2020,5223,False
785,Marpai Health,2021-01-01,http://www.marpaihealth.com,"New York, New York, United States",Health Care,1.0,IPO,2023-04-17,7400000.0,Post-IPO Equity,7400000.0,Public,2021-10-27,73312856.0,,,,2,2021,5224,False
786,Universe Software,2021-01-01,https://www.universesoftware.com,"Atlanta, Georgia, United States",Software,3.0,Seed,2021-11-24,7604982.0,Seed,19509946.0,Private,,,,,,2,2021,5225,False
788,Reema Health,2019-01-01,https://www.reemahealth.com,"Minneapolis, Minnesota, United States","Community and Lifestyle, Health Care, Software",3.0,Seed,2022-03-30,8000000.0,Seed,9250000.0,Private,,,,,,4,2019,5226,False
791,Machinery Partner,2018-12-27,https://www.machinerypartner.com/,"Boston, Massachusetts, United States","Commerce and Shopping, Real Estate",2.0,Seed,2021-08-12,4500000.0,Seed,4500000.0,Private,,,,,,4,2018,5227,False
796,Gen,2022-01-01,https://www.gendigital.com,"Tempe, Arizona, United States","Information Technology, Media and Entertainment, Privacy and Security",,IPO,,,,,Public,2022-08-08,,616.0,31.0,Computing; Calculating,1,2022,5228,False
797,Structured,2023-03-03,https://www.structuredlabs.io/,"New York, New York, United States","Artificial Intelligence, Data and Analytics, Science and Engineering, Software",1.0,Seed,2023-06-02,500000.0,Pre-Seed,500000.0,Private,,,,,,0,2023,5229,False
798,MaC Venture Capital,2019-01-01,http://macventurecapital.com/,"Abilene, Texas, United States","Financial Services, Information Technology, Lending and Investments",,,,,,,Private,,,0.0,1.0,,4,2019,5230,False
799,BarnBridge,2019-01-01,https://barnbridge.com/,"San Francisco, California, United States","Blockchain and Cryptocurrency, Financial Services, Payments, Software",1.0,Seed,2020-09-11,1000000.0,Seed,1000000.0,Private,,,,,,4,2019,5231,False
801,Opopop,2018-01-01,https://opopop.com,"Denver, Colorado, United States","Food and Beverage, Manufacturing",2.0,,2022-09-29,2591357.0,Venture - Series Unknown,14191357.0,Private,,,4.0,3.0,"Foods Or Foodstuffs; Their Treatment, Not Covered By Other Classes",5,2018,5232,False
803,Doc2Doc Lending,2018-01-01,https://doc2doclending.com,"Atlanta, Georgia, United States","Financial Services, Health Care",3.0,,2023-08-09,35000000.0,Undisclosed,60000000.0,Private,,,0.0,1.0,,5,2018,5233,False
806,Flourish Fi,2018-07-01,https://www.flourishfi.com/,"Berkeley, California, United States",Financial Services,8.0,,2022-11-29,2300000.0,Venture - Series Unknown,4175000.0,Private,,,,,,5,2018,5234,False
810,YellowHeart,2018-01-01,https://yh.io,"New York, New York, United States","Blockchain and Cryptocurrency, Consumer Electronics, Hardware, Information Technology, Media and Entertainment, Other, Software",3.0,Seed,2021-04-01,2200000.0,Pre-Seed,5900000.0,Private,,,1.0,2.0,Computing; Calculating,5,2018,5235,False
813,Eaglebrook Advisors,2019-01-01,https://eaglebrookadvisors.com/,"Miami, Florida, United States","Blockchain and Cryptocurrency, Financial Services, Payments, Software",2.0,Early Stage Venture,2022-04-07,2000000.0,Series A,22000000.0,Private,,,,,,4,2019,5236,False
821,Slauson & Co.,2020-01-01,https://www.slauson.co,"Decatur, Georgia, United States",,,,,,,,Private,,,0.0,2.0,,3,2020,5237,False
822,Streamline AI,2020-04-29,https://www.streamline.ai,"Millbrae, California, United States","Professional Services, Software",1.0,Seed,2022-11-02,3000000.0,Seed,3000000.0,Private,,,0.0,0.0,,3,2020,5238,False
823,Endeavor BioMedicines,2018-01-01,https://www.endeavorbiomedicines.com/,"Solana Beach, California, United States","Biotechnology, Health Care, Science and Engineering",2.0,Early Stage Venture,2022-02-07,101000000.0,Series B,163000000.0,Private,,,,,,5,2018,5239,False
824,Panther,2020-06-06,https://panther.co,"Tampa, Florida, United States","Administrative Services, Information Technology, Professional Services, Software",2.0,Seed,2021-05-20,2500000.0,Seed,2500000.0,Private,,,,,,3,2020,5240,False
827,Frond,2020-01-01,http://www.frond.com,"San Francisco, California, United States","Community and Lifestyle, Software",1.0,Seed,2023-02-07,3300000.0,Seed,3300000.0,Private,,,,,,3,2020,5241,False
835,Renegade,2022-06-01,https://renegade.fi,"San Francisco, California, United States","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",1.0,Seed,2023-02-20,3400000.0,Seed,3400000.0,Private,,,,,,1,2022,5242,False
837,TenaFe,2019-01-01,https://www.tenafe.com,"Campbell, California, United States","Hardware, Information Technology, Science and Engineering, Software",2.0,Early Stage Venture,2021-10-22,58000000.0,Series B,87000000.0,Private,,,1.0,0.0,Basic Electronic Circuitry,4,2019,5243,False
838,Polymer,2019-01-01,http://polymersearch.com/,"New York, New York, United States","Artificial Intelligence, Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",3.0,Seed,2021-08-25,4000000.0,Seed,4000000.0,Private,,,,,,4,2019,5244,False
840,YourChoice Therapeutics,2018-01-01,https://www.yourchoicetx.com/,"Berkeley, California, United States",Health Care,6.0,Early Stage Venture,2022-07-20,15000000.0,Series A,16700000.0,Private,,,3.0,0.0,Medical Or Veterinary Science; Hygiene,5,2018,5245,False
843,Myplace,2019-01-01,https://myplace.co/,"San Francisco, California, United States",Internet Services,2.0,Seed,2022-03-03,5800000.0,Seed,5800000.0,Private,,,,,,4,2019,5246,False
844,Michroma,2019-08-06,https://michroma.co/,"San Francisco, California, United States","Biotechnology, Consumer Goods, Food and Beverage, Health Care, Information Technology, Science and Engineering",5.0,Seed,2023-01-10,6400000.0,Seed,7100000.0,Private,,,,,,4,2019,5247,False
845,Lumeus.ai,2021-01-01,https://lumeus.ai,"San Jose, California, United States","Consumer Electronics, Hardware, Information Technology, Internet Services, Privacy and Security",2.0,Seed,2023-05-18,6000000.0,Seed,6000000.0,Private,,,,,,2,2021,5248,False
846,Deal Engine,2018-01-01,https://deal-engine.com/,"Miami, Florida, United States","Internet Services, Software, Travel and Tourism",3.0,Seed,2023-05-24,,Grant,5300000.0,Private,,,,,,5,2018,5249,False
847,Inigo,2021-10-01,https://inigo.io,"Palo Alto, California, United States",Software,1.0,Seed,2023-02-01,4500000.0,Seed,4500000.0,Private,,,,,,2,2021,5250,False
851,Snickerdoodle Labs,2021-05-01,https://www.snickerdoodlelabs.io/,"San Jose, California, United States","Blockchain and Cryptocurrency, Other",3.0,,2022-06-20,100000.0,Grant,2500000.0,Private,,,,,,2,2021,5251,False
853,Userful,2018-01-01,http://www.userful.com,"San Ramon, California, United States","Content and Publishing, Hardware, Information Technology, Media and Entertainment, Other, Software, Video",3.0,Early Stage Venture,2022-04-25,7850248.0,Series B,10351898.0,Private,,,,,,5,2018,5252,False
857,BioSapien,2018-06-01,http://www.biosapien.com,"New York, New York, United States","Biotechnology, Hardware, Health Care, Manufacturing, Science and Engineering, Software",7.0,Early Stage Venture,2023-07-19,,Convertible Note,37056000.0,Private,,,,,,5,2018,5253,False
859,Cyberdontics,2020-01-01,https://www.cyberdontics.co/,"San Francisco, California, United States","Data and Analytics, Hardware, Health Care, Science and Engineering, Software",6.0,Early Stage Venture,2022-10-17,15000000.0,Series A,19298916.0,Private,,,5.0,0.0,Medical Or Veterinary Science; Hygiene,3,2020,5254,False
862,Almond FinTech,2020-01-01,https://www.almondfintech.com,"Boston, Massachusetts, United States",Financial Services,1.0,Seed,2021-12-27,2000000.0,Seed,2000000.0,Private,,,,,,3,2020,5255,False
864,NyquistAI,2020-01-15,https://nyquistai.com/,"Palo Alto, California, United States","Artificial Intelligence, Data and Analytics, Health Care, Professional Services, Science and Engineering, Software",2.0,Seed,2022-03-23,6000000.0,Seed,6000000.0,Private,,,0.0,2.0,,3,2020,5256,False
868,Bandit Running,2020-01-01,https://banditrunning.com/,"Brooklyn, New York, United States","Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Consumer Electronics, Design, Hardware, Sports",1.0,,2023-09-27,14249997.0,Venture - Series Unknown,14249997.0,Private,,,,,,3,2020,5257,False
871,MOLTEN,2018-01-01,https://moltencloud.com,"Cambridge, Massachusetts, United States","Hardware, Internet Services, Media and Entertainment, Other, Professional Services, Software",4.0,Seed,2021-10-21,7000000.0,Seed,7000000.0,Private,,,1.0,1.0,Computing; Calculating,5,2018,5258,False
874,SupportPay,2018-02-15,https://supportpay.com,"Charlotte, North Carolina, United States","Administrative Services, Community and Lifestyle, Financial Services, Health Care, Payments, Professional Services, Software",7.0,Seed,2023-07-19,,Seed,6790000.0,Private,,,0.0,1.0,,5,2018,5259,False
880,Spydra,2022-01-14,https://www.spydra.app/,"Austin, Texas, United States","Blockchain and Cryptocurrency, Commerce and Shopping, Financial Services, Lending and Investments, Manufacturing, Other, Software, Transportation",1.0,Seed,2023-05-09,3000000.0,Pre-Seed,3000000.0,Private,,,,,,1,2022,5260,False
881,Modak,2022-01-01,https://www.modakmakers.com/,"Menlo Park, California, United States",Financial Services,1.0,Seed,2022-06-03,5300000.0,Seed,5300000.0,Private,,,,,,1,2022,5261,False
884,Blue Fever,2018-07-16,https://www.bluefever.com/,"Los Angeles, California, United States","Health Care, Information Technology, Internet Services, Media and Entertainment",6.0,,2022-06-17,3030110.0,Venture - Series Unknown,7255110.0,Private,,,0.0,1.0,,5,2018,5262,False
890,Athlytic,2020-01-01,https://www.athlytic.io,"Detroit, Michigan, United States","Artificial Intelligence, Commerce and Shopping, Data and Analytics, Other, Science and Engineering, Software, Sports",6.0,Seed,2023-10-09,100000.0,Seed,305000.0,Private,,,,,,3,2020,5264,False
899,Exos,2018-01-01,https://www.exosfinancial.com/,"New York, New York, United States","Financial Services, Lending and Investments, Other",1.0,Early Stage Venture,2021-07-07,3000000.0,Series B,3000000.0,Private,,,0.0,1.0,,5,2018,5265,False
906,Undock,2018-09-24,http://undock.com,"New York, New York, United States","Messaging and Telecommunications, Other, Software",3.0,Seed,2023-04-04,500000.0,Seed,2200000.0,Private,,,,,,5,2018,5266,False
911,ApertureData,2018-10-17,https://aperturedata.io,"Los Gatos, California, United States","Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",4.0,,2023-04-25,,Undisclosed,3225000.0,Private,,,,,,5,2018,5267,False
915,"Modality.AI, Inc.",2018-01-01,https://modality.ai,"San Francisco, California, United States","Artificial Intelligence, Data and Analytics, Health Care, Media and Entertainment, Science and Engineering, Software, Video",5.0,Seed,2022-10-07,1119113.0,Seed,6567738.0,Private,,,0.0,0.0,,5,2018,5268,False
924,Innovac Therapeutics,2022-01-01,https://www.innovactx.com/,"Cambridge, Massachusetts, United States","Biotechnology, Community and Lifestyle, Health Care, Science and Engineering",1.0,Seed,2023-09-01,18000000.0,Seed,18000000.0,Private,,,,,,1,2022,5269,False
934,Celeris Therapeutics,2021-01-01,https://www.celeristx.com,"Menlo Park, California, United States","Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",5.0,,2022-10-19,9765653.0,Venture - Series Unknown,16982404.0,Private,,,,,,2,2021,5271,False
935,NDVR,2019-01-23,https://ndvr.com/,"Boston, Massachusetts, United States",Financial Services,2.0,Early Stage Venture,2019-08-10,18000000.0,Series A,18000000.0,Private,,,0.0,2.0,,4,2019,5272,False
936,Predict Health,2019-09-01,https://www.predicthealth.ai/,"Washington, District of Columbia, United States","Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software",2.0,Seed,2023-09-08,4000000.0,Seed,4000000.0,Private,,,,,,4,2019,5273,False
942,California Cultured,2020-01-01,https://cacultured.com/,"Davis, California, United States","Agriculture and Farming, Food and Beverage",4.0,Seed,2023-05-26,,Convertible Note,4000000.0,Private,,,,,,3,2020,5274,False
944,Alteon.io,2020-01-01,https://alteon.io/,"New York, New York, United States","Blockchain and Cryptocurrency, Internet Services, Media and Entertainment, Other, Software, Video",1.0,Seed,2023-04-06,4500000.0,Seed,4500000.0,Private,,,,,,3,2020,5275,False
2,Nura Bio,2018-01-01,https://nurabio.com/,"South San Francisco, California, United States","Biotechnology, Health Care, Science and Engineering",1.0,Early Stage Venture,2020-07-29,73000000.0,Series A,73000000.0,Private,,,3,0.0,Organic Chemistry,5,2018,5276,False
7,Staircase AI,2021-05-01,https://www.staircase.ai/,"Topanga, California, United States","Artificial Intelligence, Data and Analytics, Other, Professional Services, Science and Engineering, Software",1.0,Seed,2021-10-27,4000000.0,Seed,4000000.0,Private,,,,,,2,2021,5277,False
9,Roca News,2020-01-01,https://www.rocanews.com/,"New York, New York, United States","Content and Publishing, Media and Entertainment, Video",1.0,Seed,2022-01-19,4400000.0,Seed,4400000.0,Private,,,,,,3,2020,5278,False
10,Marco Experiences,2019-01-01,https://marcoexperiences.com,"San Francisco, California, United States","Administrative Services, Community and Lifestyle, Health Care, Internet Services, Software",2.0,Seed,2022-04-25,,Seed,2874993.0,Private,,,,,,4,2019,5279,False
13,Text Blaze,2019-02-19,https://blaze.today,"Oakland, California, United States","Information Technology, Software",2.0,Seed,2021-05-05,3300000.0,Seed,3425000.0,Private,,,,,,4,2019,5280,False
15,Market AI,2019-01-01,https://withmarket.ai,"Los Angeles, California, United States",,5.0,,2022-04-19,25000000.0,Debt Financing,44600000.0,Private,,,0,10.0,,4,2019,5281,False
17,Frameplay,2018-01-01,http://www.frameplay.gg,"San Francisco, California, United States","Advertising, Data and Analytics, Gaming, Media and Entertainment, Sales and Marketing, Sports",1.0,Early Stage Venture,2021-12-08,8000000.0,Series A,8000000.0,Private,,,1,0.0,Computing; Calculating,5,2018,5282,False
19,Lassen Therapeutics,2018-01-01,https://lassentherapeutics.com/,"San Diego, California, United States","Biotechnology, Science and Engineering",1.0,Early Stage Venture,2020-06-17,31000000.0,Series A,31000000.0,Private,,,,,,5,2018,5283,False
21,Natrion,2018-08-01,http://www.natrion.co,"Binghamton, New York, United States","Energy, Sustainability",6.0,Seed,2023-01-01,1000000.0,Seed,3040000.0,Private,,,,,,5,2018,5284,False
22,Foresight Commercial Insurance,2019-01-16,https://getforesight.com,"San Francisco, California, United States","Financial Services, Information Technology, Professional Services",4.0,Early Stage Venture,2022-01-19,39000000.0,Series B,58100000.0,Private,,,,,,4,2019,5285,False
27,GoldLink,2023-01-01,https://www.goldlink.io/,"San Francisco, California, United States","Blockchain and Cryptocurrency, Financial Services, Other",1.0,Seed,2023-08-09,1400000.0,Pre-Seed,1400000.0,Private,,,,,,0,2023,5286,False
32,Neural Payments,2019-01-01,https://neuralpayments.com/,"Mason, Ohio, United States","Financial Services, Payments",4.0,Early Stage Venture,2022-10-24,8000000.0,Series A,11000000.0,Private,,,,,,4,2019,5287,False
33,The Cobblers,2020-01-01,https://thecobblers.com,"Miami, Florida, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Other, Professional Services, Sustainability",1.0,Seed,2022-05-06,8000000.0,Seed,8000000.0,Private,,,,,,3,2020,5288,False
34,Inner Cosmos,2019-01-01,https://innercosmos.io,"Portola Valley, California, United States","Biotechnology, Health Care, Science and Engineering, Software",2.0,Seed,2022-03-30,10000000.0,Seed,10000000.0,Private,,,,,,4,2019,5289,False
38,Movley,2022-01-01,https://movley.com,"Lewes, Delaware, United States","Other, Professional Services, Transportation",2.0,Seed,2023-08-14,1700000.0,Seed,3035000.0,Private,,,0,0.0,,1,2022,5290,False
40,Delta One,2021-01-01,https://www.deltaone.xyz/,"Palo Alto, California, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",1.0,Seed,2022-04-19,9100000.0,Seed,9100000.0,Private,,,,,,2,2021,5291,False
41,VRGL,2021-01-01,https://www.vrglwealth.com/,"Dallas, Texas, United States","Data and Analytics, Information Technology, Media and Entertainment, Professional Services",1.0,Early Stage Venture,2022-08-30,15000000.0,Series A,15000000.0,Private,,,0,0.0,,2,2021,5292,False
42,Adim,2022-01-01,https://adimverse.com/,"Santa Monica, California, United States","Blockchain and Cryptocurrency, Information Technology, Media and Entertainment, Other",2.0,Seed,2022-06-07,5000000.0,Seed,10000000.0,Private,,,,,,1,2022,5293,False
48,Gallant Pet,2018-01-01,https://gallant.com/,"San Diego, California, United States","Biotechnology, Community and Lifestyle, Health Care, Science and Engineering",5.0,Seed,2022-12-01,,Seed,11000000.0,Private,,,5,1.0,Medical Or Veterinary Science; Hygiene,5,2018,5294,False
53,EtiraRx,2018-01-01,https://www.etirarx.com,"Dallas, Texas, United States","Biotechnology, Health Care, Science and Engineering",3.0,,2023-10-05,4820140.0,Venture - Series Unknown,9870140.0,Private,,,,,,5,2018,5295,False
55,MessageDesk,2018-02-14,https://messagedesk.com,"Reno, Nevada, United States","Information Technology, Internet Services, Messaging and Telecommunications, Software",2.0,Seed,2023-03-24,1661037.0,Seed,1901037.0,Private,,,0,3.0,,5,2018,5296,False
56,Imaginario AI,2022-09-20,https://imaginario.ai,"Philadelphia, Pennsylvania, United States","Artificial Intelligence, Data and Analytics, Information Technology, Media and Entertainment, Science and Engineering, Software, Video",3.0,Seed,2023-07-15,700000.0,Pre-Seed,920000.0,Private,,,,,,1,2022,5297,False
61,Ghost Security,2022-01-01,https://ghost.security/,"Austin, Texas, United States",Privacy and Security,1.0,Seed,2022-08-04,15000000.0,Seed,15000000.0,Private,,,0,0.0,,1,2022,5298,False
62,Polar Signals,2020-09-01,https://www.polarsignals.com,"Claymont, Delaware, United States","Consumer Electronics, Hardware, Software",1.0,Seed,2021-08-31,3994963.0,Seed,3994963.0,Private,,,,,,3,2020,5299,False
64,Outpost,2021-01-01,https://outpost.space/,"Los Angeles, California, United States",Science and Engineering,2.0,Seed,2022-08-30,7100000.0,Seed,7100000.0,Private,,,,,,2,2021,5300,False
66,OncXerna Therapeutics,2018-01-01,https://oncxerna.com/,"Waltham, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering",3.0,,2022-03-03,30000000.0,Venture - Series Unknown,126500000.0,Private,,,6,10.0,,5,2018,5301,False
67,Rezonate,2022-01-01,https://www.rezonate.io/,"Boston, Massachusetts, United States","Hardware, Information Technology, Internet Services, Privacy and Security, Software",1.0,Seed,2022-12-06,8700000.0,Seed,8700000.0,Private,,,,,,1,2022,5302,False
70,Pickleheads,2022-03-01,https://www.pickleheads.com,"Atlanta, Georgia, United States","Apps, Gaming, Mobile, Software, Sports",1.0,Seed,2022-10-01,750000.0,Pre-Seed,750000.0,Private,,,0,0.0,,1,2022,5303,False
75,Centivax,2020-01-01,https://www.centivax.com,"South San Francisco, California, United States","Biotechnology, Health Care, Science and Engineering",2.0,Seed,2022-11-16,10000000.0,Seed,14200000.0,Private,,,9,0.0,Organic Chemistry,3,2020,5304,False
77,Sequel,2020-01-01,https://www.trysequel.com/,"San Francisco, California, United States",Health Care,3.0,Seed,2021-12-21,5000000.0,Seed,5000000.0,Private,,,,,,3,2020,5305,False
83,Caplight,2021-01-25,https://www.caplight.io,"San Francisco, California, United States","Financial Services, Information Technology",3.0,,2022-10-25,3000000.0,Corporate Round,9700000.0,Private,,,,,,2,2021,5306,False
84,Altos Radar,2023-01-01,https://www.altosradar.com/,"Los Altos, California, United States",Transportation,1.0,Seed,2023-08-14,3500000.0,Seed,3500000.0,Private,,,,,,0,2023,5307,False
93,DeliverZero,2022-01-01,https://www.deliverzero.com,"New York, New York, United States","Administrative Services, Other, Sustainability",1.0,Seed,2023-07-06,3267164.0,Seed,3267164.0,Private,,,,,,1,2022,5308,False
96,TruLite Health,2021-01-01,https://trulitehealth.com,"Tempe, Arizona, United States",Health Care,1.0,Early Stage Venture,2023-08-29,7000000.0,Series A,7000000.0,Private,,,,,,2,2021,5309,False
97,GloveBox,2019-07-06,https://gloveboxapp.com,"Englewood, Colorado, United States","Apps, Financial Services, Mobile, Payments, Software",3.0,Early Stage Venture,2022-07-06,5500000.0,Series A,9350000.0,Private,,,0,3.0,,4,2019,5310,False
102,Graviti,2019-01-01,https://www.graviti.com/,"New York, New York, United States","Artificial Intelligence, Data and Analytics, Science and Engineering, Software",1.0,Seed,2019-12-04,10000000.0,Seed,10000000.0,Private,,,,,,4,2019,5311,False
104,Archimedes,2022-01-01,https://archimedesfi.com/,"Miami, Florida, United States","Blockchain and Cryptocurrency, Financial Services, Information Technology, Other, Software",2.0,Seed,2023-02-01,4900000.0,Seed,7300000.0,Private,,,,,,1,2022,5312,False
111,mayk,2020-01-01,https://www.mayk.it/,"Santa Monica, California, United States","Apps, Artificial Intelligence, Content and Publishing, Data and Analytics, Gaming, Internet Services, Media and Entertainment, Music and Audio, Science and Engineering, Software, Video",1.0,Seed,2021-09-07,4000000.0,Seed,4000000.0,Private,,,,,,3,2020,5313,False
113,LiveControl,2020-01-01,https://www.livecontrol.io,"Santa Monica, California, United States","Artificial Intelligence, Data and Analytics, Software",2.0,Early Stage Venture,2021-07-21,30000000.0,Series A,33200000.0,Private,,,0,1.0,,3,2020,5314,False
114,Alaffia Health,2020-01-01,https://www.alaffiahealth.com,"New York, New York, United States","Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software",3.0,Seed,2022-02-09,5000000.0,Seed,6600000.0,Private,,,0,2.0,,3,2020,5315,False
117,Kwant,2018-12-01,http://www.Kwant.ai/,"Brooklyn, New York, United States","Government and Military, Information Technology, Other",5.0,Seed,2022-03-29,3900000.0,Seed,4803000.0,Private,,,,,,5,2018,5316,False
118,GI Alliance,2018-01-01,https://gialliance.com,"Allen, Texas, United States",Health Care,1.0,M&A,2021-03-18,25270488.0,Private Equity,25270488.0,Private,,,,,,5,2018,5317,False
122,reef.ai,2021-01-01,https://reef.ai,"Honolulu, Hawaii, United States","Artificial Intelligence, Data and Analytics, Other, Professional Services, Science and Engineering, Software",2.0,Seed,2023-04-13,5200000.0,Seed,5200000.0,Private,,,0,6.0,,2,2021,5318,False
123,Landline,2018-06-01,https://landline.com/,"Hawthorne, California, United States","Transportation, Travel and Tourism",5.0,,2022-10-12,5150000.0,Venture - Series Unknown,57000000.0,Private,,,0,3.0,,5,2018,5319,False
137,Cascade Biocatalysts,2020-01-01,https://www.cascadebiocatalysts.com,"Denver, Colorado, United States","Biotechnology, Manufacturing, Science and Engineering",1.0,Seed,2023-08-22,2600000.0,Pre-Seed,2600000.0,Private,,,,,,3,2020,5320,False
145,hampr,2018-01-01,https://tryhampr.com,"Lafayette, Louisiana, United States","Apps, Clothing and Apparel, Commerce and Shopping, Mobile, Real Estate, Software",7.0,,2022-04-04,6658495.0,Venture - Series Unknown,9168495.0,Private,,,0,0.0,,5,2018,5321,False
147,gigaroo,2022-01-01,http://gigarooapp.com,"Austin, Texas, United States","Financial Services, Other",2.0,Seed,2023-06-28,2500000.0,Pre-Seed,5000000.0,Private,,,,,,1,2022,5322,False
148,1s1 Energy,2019-12-02,https://www.1s1energy.com/,"Portola Valley, California, United States","Energy, Manufacturing, Science and Engineering, Sustainability",2.0,Seed,2022-11-09,2150000.0,Seed,3150000.0,Private,,,12,0.0,Basic Electric Elements,4,2019,5323,False
151,Indent,2018-02-01,https://indent.com,"San Francisco, California, United States","Information Technology, Software",1.0,Seed,2021-12-21,56000000.0,Seed,56000000.0,Private,,,0,2.0,,5,2018,5324,False
152,Lowkey,2018-01-01,https://lowkey.gg,"San Francisco, California, United States","Gaming, Mobile, Sports",2.0,M&A,2021-01-15,7000000.0,Series A,8600000.0,Private,,,,,,5,2018,5325,False
154,Override,2021-01-01,https://www.override.health,"Washington, District of Columbia, United States","Health Care, Other, Professional Services",2.0,Seed,2023-08-16,1000000.0,Seed,4500000.0,Private,,,,,,2,2021,5326,False
