,text_index,text_id,keyword,position,position_pct
35068,4353,4353,ai,148,58.964143426294825
35069,4353,4353,ai,172,68.52589641434263
35070,4353,4353,ai,192,76.49402390438247
35071,4353,4353,ai,233,92.82868525896414
35072,4353,4353,ai,238,94.82071713147411
35073,4355,4355,ai,207,25.0
35074,4355,4355,ai,219,26.44927536231884
35075,4355,4355,ai,245,29.589371980676326
35076,4355,4355,ai,335,40.45893719806764
35077,4355,4355,ai,338,40.82125603864734
35078,4355,4355,ai,348,42.028985507246375
35079,4355,4355,ai,400,48.309178743961354
35080,4355,4355,ai,638,77.05314009661835
35081,4356,4356,ai,346,40.0462962962963
35082,4356,4356,ai,459,53.125
35083,4356,4356,ai,676,78.24074074074075
35084,4356,4356,ai,676,78.24074074074075
35085,4356,4356,ai,684,79.16666666666666
35086,4357,4357,ai,193,25.46174142480211
35087,4357,4357,ai,195,25.725593667546175
35088,4357,4357,ai,223,29.419525065963057
35089,4357,4357,ai,380,50.131926121372025
35090,4357,4357,ai,383,50.52770448548812
35091,4357,4357,ai,575,75.85751978891821
35092,4357,4357,ai,732,96.56992084432717
35093,4357,4357,ai,734,96.83377308707124
35094,4358,4358,ai,400,56.17977528089888
35095,4358,4358,ai,402,56.46067415730337
35096,4358,4358,ai,416,58.42696629213483
35097,4358,4358,ai,417,58.56741573033708
35098,4358,4358,ai,488,68.53932584269663
35099,4358,4358,ai,489,68.67977528089888
35100,4358,4358,ai,628,88.20224719101124
35101,4358,4358,ai,632,88.76404494382022
35102,4358,4358,ai,637,89.46629213483146
35103,4358,4358,ai,641,90.02808988764045
35104,4358,4358,ai,652,91.57303370786516
35105,4358,4358,ai,696,97.75280898876404
35106,4358,4358,ai,702,98.59550561797754
35107,4359,4359,ai,85,11.740331491712707
35108,4359,4359,ai,181,25.0
35109,4359,4359,ai,241,33.28729281767956
35110,4359,4359,ai,293,40.469613259668506
35111,4359,4359,ai,406,56.07734806629834
35112,4359,4359,ai,625,86.32596685082873
35113,4359,4359,natural language processing,637,87.98342541436463
35114,4359,4359,ai,641,88.53591160220995
35115,4359,4359,ai,699,96.54696132596685
35116,4360,4360,ai,71,9.044585987261145
