,Founded Date,Industry Groups,Number of Funding Rounds,Last Funding Amount Currency (in USD),Total Funding Amount Currency (in USD),age,founding_year,source_x,text_len,closest_snapshot,ai_keyword_count,matched_keywords,Headquarters State,funding_bin,keyword_bin,fund_success,AI_bin,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Last Funding Type ORD,Series_A_bin,Number of Employees ORD
2971,2019-01-01,Health Care,0.0,0.0,0.0,5,2019,0,29661.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20190701173518/https://cedarorthodontics.com/', 'timestamp': '20190701173518'}",0.0,0,Wisconsin,False,False,False,False,False,True,False,False,False,0.0,False,1.0
2972,2019-11-01,"Commerce and Shopping, Gaming",0.0,0.0,0.0,4,2019,0,8666.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201101044240/https://gmswp.com/', 'timestamp': '20201101044240'}",0.0,0,Oklahoma,False,False,False,False,False,True,False,False,False,0.0,False,1.0
2974,2019-01-01,"Information Technology, Software",0.0,0.0,0.0,5,2019,0,4306.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210123005230/https://imagevision.ai/', 'timestamp': '20210123005230'}",7.0,"ml, natural language processing, ai",Texas,False,True,False,False,False,True,False,False,False,0.0,False,3.0
2975,2019-01-01,Financial Services,0.0,0.0,0.0,5,2019,0,53.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200929013041/https://fintitle.com/', 'timestamp': '20200929013041'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,2.0
2978,2020-01-01,"Financial Services, Internet Services, Lending and Investments, Software",0.0,0.0,0.0,4,2020,0,40777.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210127013511/https://titanflow.io/', 'timestamp': '20210127013511'}",0.0,0,Washington,False,False,False,False,False,False,True,False,False,0.0,False,1.0
2980,2021-01-01,"Education, Software",0.0,0.0,0.0,3,2021,0,11493.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211210052642/https://www.universalvidya.org/', 'timestamp': '20211210052642'}",0.0,0,North Carolina,False,False,False,False,False,False,False,True,False,0.0,False,5.0
2983,2022-10-28,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Hardware, Health Care, Media and Entertainment, Privacy and Security, Science and Engineering, Software, Video",1.0,120000.0,120000.0,1,2022,0,230.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220430051527/https://predictive.vision/', 'timestamp': '20220430051527'}",0.0,0,Delaware,True,False,False,True,False,False,False,False,True,1.0,False,1.0
2989,2020-01-01,Health Care,0.0,0.0,0.0,4,2020,0,18108.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201108013044/https://hol3health.com/', 'timestamp': '20201108013044'}",0.0,0,Virginia,False,False,False,False,False,False,True,False,False,0.0,False,2.0
2990,2021-01-01,Health Care,0.0,0.0,0.0,3,2021,0,10949.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211123161445/https://www.virtuerecoverycenter.com/oregon/', 'timestamp': '20211123161445'}",0.0,0,Oregon,False,False,False,False,False,False,False,True,False,0.0,False,2.0
2992,2022-01-01,"Community and Lifestyle, Education, Professional Services",1.0,0.0,0.0,2,2022,0,21846.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20221119093615/https://selaexperiences.com/', 'timestamp': '20221119093615'}",0.0,0,Minnesota,False,False,False,False,False,False,False,False,True,2.0,False,1.0
2994,2019-01-01,"Professional Services, Real Estate",0.0,0.0,0.0,5,2019,0,24273.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200808115235/https://www.simonsonappraisals.com/', 'timestamp': '20200808115235'}",0.0,0,Minnesota,False,False,False,False,False,True,False,False,False,0.0,False,1.0
3005,2020-01-01,Commerce and Shopping,1.0,50000.0,50000.0,4,2020,0,341.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220210212514/https://www.myfloe.co/', 'timestamp': '20220210212514'}",0.0,0,California,True,False,False,False,False,False,True,False,False,1.0,False,1.0
3010,2020-01-01,Software,0.0,0.0,0.0,4,2020,0,7080.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201116224005/https://deliverychain.io/', 'timestamp': '20201116224005'}",0.0,0,Arizona,False,False,False,False,False,False,True,False,False,0.0,False,1.0
3011,2020-01-01,"Apps, Mobile, Real Estate, Software",1.0,0.0,0.0,4,2020,0,972.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220325142325/https://www.getonder.com/', 'timestamp': '20220325142325'}",0.0,0,Washington,False,False,False,False,False,False,True,False,False,1.0,False,1.0
3012,2018-09-05,Sales and Marketing,0.0,0.0,0.0,5,2018,0,72295.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211129143112/https://www.bulkaccountsweb.com/', 'timestamp': '20211129143112'}",0.0,0,New York,False,False,False,False,True,False,False,False,False,0.0,False,1.0
3014,2020-01-01,"Commerce and Shopping, Food and Beverage",0.0,0.0,0.0,4,2020,0,5860.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201212192055/https://barbaromojo.com/', 'timestamp': '20201212192055'}",0.0,0,Florida,False,False,False,False,False,False,True,False,False,0.0,False,1.0
3016,2020-01-01,"Financial Services, Real Estate",0.0,0.0,0.0,4,2020,0,7419.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230928231937/https://www.triplealpha.pro/', 'timestamp': '20230928231937'}",0.0,0,Pennsylvania,False,False,False,False,False,False,True,False,False,0.0,False,3.0
3017,2019-01-01,"Administrative Services, Information Technology, Professional Services",0.0,0.0,0.0,5,2019,0,38808.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210509015238/https://www.jobeasy.io/', 'timestamp': '20210509015238'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,4.0
3022,2019-01-01,"Community and Lifestyle, Food and Beverage, Health Care, Manufacturing",0.0,0.0,0.0,5,2019,0,187480.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210319204302/https://simpleleaf.com/', 'timestamp': '20210319204302'}",0.0,0,Wisconsin,False,False,False,False,False,True,False,False,False,0.0,False,1.0
3026,2018-05-01,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",0.0,0.0,0.0,5,2018,0,20348.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20180821170759/https://zillionpitches.com/', 'timestamp': '20180821170759'}",0.0,0,California,False,False,False,True,True,False,False,False,False,0.0,False,1.0
3031,2019-07-01,"Community and Lifestyle, Consumer Goods",0.0,0.0,0.0,4,2019,0,7219.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200815015330/https://stateofmindnyc.com/', 'timestamp': '20200815015330'}",0.0,0,New York,False,False,False,False,False,True,False,False,False,0.0,False,2.0
3032,2020-01-01,"Education, Professional Services, Transportation",0.0,0.0,0.0,4,2020,0,9212.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210121055527/https://argonaut.global/', 'timestamp': '20210121055527'}",0.0,0,Arizona,False,False,False,False,False,False,True,False,False,0.0,False,1.0
3033,2019-01-01,"Manufacturing, Real Estate",0.0,0.0,0.0,5,2019,0,27076.0,,0.0,0,Georgia,False,False,False,False,False,True,False,False,False,0.0,False,5.0
3034,2020-01-01,"Commerce and Shopping, Internet Services",0.0,0.0,0.0,4,2020,0,6078.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210103112429/https://microperfumes.com/', 'timestamp': '20210103112429'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,2.0
3037,2022-01-01,"Energy, Financial Services, Lending and Investments, Sustainability",1.0,0.0,0.0,2,2022,0,9371.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20221227143809/https://www.sustainfi.com/', 'timestamp': '20221227143809'}",0.0,0,New York,False,False,False,False,False,False,False,False,True,1.0,False,1.0
3042,2020-04-01,"Apps, Food and Beverage, Information Technology, Internet Services, Mobile, Software, Travel and Tourism",0.0,0.0,0.0,3,2020,0,352.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220107022245/https://imbibe.ai/', 'timestamp': '20220107022245'}",2.0,ai,New York,False,True,False,False,False,False,True,False,False,0.0,False,1.0
3047,2021-01-01,"Apps, Mobile, Software",0.0,0.0,0.0,3,2021,0,12446.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211202192150/http://aichieve.app/', 'timestamp': '20211202192150'}",2.0,"artificial intelligence, natural language processing",Washington,False,True,False,False,False,False,False,True,False,0.0,False,1.0
3048,2020-01-01,"Data and Analytics, Health Care, Information Technology, Software",1.0,0.0,0.0,4,2020,0,11763.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210713172112/https://www.myhelse.com/', 'timestamp': '20210713172112'}",7.0,"artificial intelligence, ai",Maryland,False,True,False,False,False,False,True,False,False,1.0,False,1.0
3050,2019-01-01,"Blockchain and Cryptocurrency, Other, Software",0.0,0.0,0.0,5,2019,0,13071.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200426184740/https://www.fuelnetwork.io/', 'timestamp': '20200426184740'}",0.0,0,Colorado,False,False,False,False,False,True,False,False,False,0.0,False,1.0
3051,2019-01-01,"Apps, Mobile, Sales and Marketing, Software",1.0,350000.0,350000.0,5,2019,0,1953.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210603030759/https://sonett.io/', 'timestamp': '20210603030759'}",0.0,0,California,True,False,False,False,False,True,False,False,False,2.0,False,3.0
3054,2019-01-01,"Other, Professional Services, Sales and Marketing",0.0,0.0,0.0,5,2019,0,3546.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200307135410/https://www.commandentertainmentgroup.com/', 'timestamp': '20200307135410'}",0.0,0,New York,False,False,False,False,False,True,False,False,False,0.0,False,1.0
3059,2021-01-01,"Community and Lifestyle, Media and Entertainment, Music and Audio, Professional Services",0.0,0.0,0.0,3,2021,0,7231.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211220025944/https://www.loyaltyinnovators.com/', 'timestamp': '20211220025944'}",1.0,ai,California,False,True,False,False,False,False,False,True,False,0.0,False,2.0
3061,2021-01-01,"Biotechnology, Data and Analytics, Health Care, Science and Engineering",0.0,0.0,0.0,3,2021,0,4572.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220116183813/https://www.ingenlabs.net/', 'timestamp': '20220116183813'}",0.0,0,Arkansas,False,False,False,False,False,False,False,True,False,0.0,False,2.0
3062,2021-01-01,Financial Services,0.0,0.0,0.0,3,2021,0,1727.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220629173022/https://apollote.ch/', 'timestamp': '20220629173022'}",0.0,0,Missouri,False,False,False,False,False,False,False,True,False,0.0,False,1.0
3063,2021-01-11,"Information Technology, Privacy and Security",0.0,0.0,0.0,3,2021,0,13102.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211223134941/https://www.bistwork.com/', 'timestamp': '20211223134941'}",0.0,0,Florida,False,False,False,False,False,False,False,True,False,0.0,False,3.0
3066,2020-06-01,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",0.0,0.0,0.0,3,2020,0,8055.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220930215930/https://gierd.com/', 'timestamp': '20220930215930'}",0.0,0,Idaho,False,False,False,True,False,False,True,False,False,0.0,False,3.0
3070,2020-01-01,"Biotechnology, Data and Analytics, Health Care",0.0,0.0,0.0,4,2020,0,11133.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210122053149/https://www.psigenex.com/', 'timestamp': '20210122053149'}",0.0,0,New Jersey,False,False,False,False,False,False,True,False,False,0.0,False,2.0
3074,2020-01-01,"Content and Publishing, Manufacturing, Media and Entertainment, Sales and Marketing",0.0,0.0,0.0,4,2020,0,2585.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210116053029/https://www.press-media.com/', 'timestamp': '20210116053029'}",0.0,0,Utah,False,False,False,False,False,False,True,False,False,0.0,False,3.0
3075,2020-01-01,"Financial Services, Real Estate",0.0,0.0,0.0,4,2020,0,29472.0,,0.0,0,Florida,False,False,False,False,False,False,True,False,False,0.0,False,4.0
3077,2019-05-31,"Gaming, Software, Sports",0.0,0.0,0.0,4,2019,0,60.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200713151640/https://tournamentkings.com/', 'timestamp': '20200713151640'}",0.0,0,Colorado,False,False,False,False,False,True,False,False,False,0.0,False,1.0
3079,2021-01-01,"Information Technology, Media and Entertainment, Sports",0.0,0.0,0.0,3,2021,0,12241.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220126064450/https://runtrimag.com/', 'timestamp': '20220126064450'}",0.0,0,Texas,False,False,False,False,False,False,False,True,False,0.0,False,1.0
3083,2018-09-01,"Financial Services, Information Technology",1.0,0.0,0.0,5,2018,0,11204.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210125110116/http://cashq24.com/', 'timestamp': '20210125110116'}",0.0,0,Florida,False,False,False,False,True,False,False,False,False,1.0,False,2.0
3084,2020-01-01,"Other, Real Estate, Transportation",0.0,0.0,0.0,4,2020,0,1888.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201101135531/http://greaterphiladelphiamoving.company/', 'timestamp': '20201101135531'}",0.0,0,Pennsylvania,False,False,False,False,False,False,True,False,False,0.0,False,2.0
3085,2020-01-01,"Media and Entertainment, Video",0.0,0.0,0.0,4,2020,0,9151.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210113172813/https://evoca.tv/', 'timestamp': '20210113172813'}",0.0,0,Idaho,False,False,False,False,False,False,True,False,False,0.0,False,2.0
3088,2021-01-01,"Internet Services, Professional Services, Software",0.0,0.0,0.0,3,2021,0,4734.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220524055621/https://www.smallworld.ai/', 'timestamp': '20220524055621'}",0.0,0,Illinois,False,False,False,False,False,False,False,True,False,0.0,False,2.0
3089,2021-01-01,"Events, Media and Entertainment",0.0,0.0,0.0,3,2021,0,3710.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220817082624/https://liveevents.com/', 'timestamp': '20220817082624'}",0.0,0,Pennsylvania,False,False,False,False,False,False,False,True,False,0.0,False,4.0
3093,2021-01-01,"Blockchain and Cryptocurrency, Content and Publishing, Internet Services, Other",0.0,0.0,0.0,3,2021,0,11830.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211211043629/https://www.authentikstudios.com/', 'timestamp': '20211211043629'}",0.0,0,California,False,False,False,False,False,False,False,True,False,0.0,False,2.0
3094,2022-12-01,"Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing",1.0,50000.0,50000.0,1,2022,0,24759.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230114011211/https://hexaprwire.com/', 'timestamp': '20230114011211'}",0.0,0,Delaware,True,False,False,False,False,False,False,False,True,1.0,False,2.0
3095,2021-01-01,"Apps, Community and Lifestyle, Health Care, Mobile, Software",0.0,0.0,0.0,3,2021,0,7558.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211230134409/https://www.coblossom.com/', 'timestamp': '20211230134409'}",0.0,0,Pennsylvania,False,False,False,False,False,False,False,True,False,0.0,False,1.0
3096,2021-01-01,"Information Technology, Sales and Marketing, Software",1.0,775000.0,775000.0,3,2021,0,3536.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211217182035/https://athlyt.co/', 'timestamp': '20211217182035'}",0.0,0,Idaho,True,False,False,False,False,False,False,True,False,2.0,False,2.0
3098,2019-09-05,"Financial Services, Lending and Investments, Software",0.0,0.0,0.0,4,2019,0,15846.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200508051206/https://edgeclear.com/', 'timestamp': '20200508051206'}",0.0,0,Illinois,False,False,False,False,False,True,False,False,False,0.0,False,1.0
3100,2022-07-15,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",0.0,0.0,0.0,1,2022,0,53.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230124224106/https://www.hypesection.com/', 'timestamp': '20230124224106'}",0.0,0,Florida,False,False,False,False,False,False,False,False,True,0.0,False,1.0
3102,2022-02-21,"Information Technology, Other, Software",0.0,0.0,0.0,2,2022,0,15307.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230325184537/https://www.kualty.com/', 'timestamp': '20230325184537'}",0.0,0,Wyoming,False,False,False,False,False,False,False,False,True,0.0,False,2.0
3103,2019-11-01,"Education, Events, Information Technology, Media and Entertainment, Music and Audio, Professional Services, Software",0.0,0.0,0.0,4,2019,0,38722.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200107235407/https://testguild.com/', 'timestamp': '20200107235407'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,1.0
3107,2020-01-01,"Community and Lifestyle, Education",0.0,0.0,0.0,4,2020,0,15505.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201126213357/http://dasa2.com/', 'timestamp': '20201126213357'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,4.0
3109,2020-08-01,"Biotechnology, Data and Analytics, Health Care, Science and Engineering",1.0,0.0,0.0,3,2020,0,5086.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210212182407/https://www.oshunmedical.com/', 'timestamp': '20210212182407'}",0.0,0,California,False,False,False,False,False,False,True,False,False,2.0,False,2.0
